Neuron Name,SKID,SKID in V14?,Annotation Info,Specific Annotation,Annotations
neuron 9511485 KS,9511484,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'FlyWire_ground_truth', 'Chiappe-AN-TypeIII', 'Chiappe-Left', 'GNG', 'uLPTCIN input neuron', 'ChiappeLab', 'VNC', 'Ascending Neuron', 'Chiappe-AN']"
neuron 9511602 KS,9511601,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Chiappe-Putative AN', 'uLPTCIN input neuron', 'Putative Ascending Neuron', 'GNG', 'VNC', 'ChiappeLab', 'Left Hemisphere']"
neuron 9511631 KS,9511630,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Putative Ascending Neuron', 'VNC', 'uLPTCIN input neuron', 'ChiappeLab', 'GNG', 'Chiappe-Putative AN', 'rLPTCIN input neuron', 'LPTCIN input neuron', 'Left Hemisphere']"
neuron 9511690 KS,9511689,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Chiappe-Putative AN', 'ChiappeLab', 'GNG', 'VNC', 'uLPTCIN input neuron', 'Putative Ascending Neuron', 'Left Hemisphere']"
neuron 9511817 KS,9511816,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'FlyWire_ground_truth', 'Chiappe-AN-TypeI', 'Chiappe-Left', 'Chiappe-AN', 'ChiappeLab', 'GNG', 'VNC', 'uLPTCIN input neuron', 'Ascending Neuron', 'ME-AN-TypeI', 'Left Hemisphere']"
neuron 9512310 KS,9512309,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'FlyWire_ground_truth', 'Chiappe-AN-TypeI', 'Chiappe-Left', 'Chiappe-AN', 'ChiappeLab', 'GNG', 'VNC', 'uLPTCIN input neuron', 'Ascending Neuron', 'ME-AN-TypeI', 'Left Hemisphere']"
neuron 9512328 KS,9512327,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Chiappe-Putative AN', 'ChiappeLab', 'GNG', 'VNC', 'uLPTCIN input neuron', 'Putative Ascending Neuron', 'LPTCIN input neuron', 'Left Hemisphere']"
neuron 9512709 KS,9512708,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Chiappe-Putative AN', 'ChiappeLab', 'GNG', 'VNC', 'uLPTCIN input neuron', 'Putative Ascending Neuron', 'Left Hemisphere']"
neuron 9513631 KS,9513630,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'FlyWire_ground_truth', 'Chiappe-AN-TypeI', 'Chiappe-Left', 'VNC', 'uLPTCIN input neuron', 'ChiappeLab', 'Ascending Neuron', 'Chiappe-AN', 'GNG', 'ME-AN-TypeI', 'Left Hemisphere']"
neuron 9513884 KS,9513883,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'FlyWire_ground_truth', 'Chiappe-AN-TypeI', 'Chiappe-Left', 'Chiappe-AN', 'ChiappeLab', 'GNG', 'VNC', 'uLPTCIN input neuron', 'Ascending Neuron', 'ME-AN-TypeI', 'Left Hemisphere']"
neuron 9599604 KS,9599603,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'FlyWire_ground_truth', 'Chiappe-AN-TypeI', 'Chiappe-Left', 'ChiappeLab', 'Chiappe-AN', 'Ascending Neuron', 'GNG', 'uLPTCIN input neuron', 'VNC', 'ME-AN-TypeI', 'Left Hemisphere']"
neuron 10593008 MB,10593007,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Chiappe-Putative AN', 'VNC', 'rLPTCIN input neuron', 'LPTCIN input neuron', 'GNG', 'Putative Ascending Neuron', 'ChiappeLab', 'IPS_L']"
neuron 10593019 MB,10593018,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'VNC', 'ChiappeLab', 'Putative Ascending Neuron', 'rLPTCIN input neuron', 'Chiappe-Putative AN', 'GNG']"
neuron 10593125 MB,10593124,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Putative Ascending Neuron', 'LPTCIN input neuron', 'VNC', 'ChiappeLab', 'Chiappe-Putative AN', 'GNG', 'rLPTCIN input neuron']"
neuron 10701502,10701501,True,Ascending,Putative_Ascending,['Putative_Ascending']
Neuron 11122221 Split from neuron 5353954 Robin CMP NF,11122220,True,Descending,Descending Neuron,"['Exists V14', 'Catmaid traced DNs', 'Putative_Ascending', 'JH_ascending_ant', 'NAMK_auto_30', 'NAMK_R', 'NAMK_cluster_30_a', 'AJES_all_y5PAMs_all_upstream', 'C6 Output', 'CAT-Ongoing', 'Connected to pMN2', 'Connected to pMP8', 'Descending Neuron', 'DicksonLab', 'N2 Sampler Widget Partners', 'NAMK_DANs_all', 'NAMK_DANs_nolin_VNC', 'pMN2 Input', 'pMP8 Output', 'Putative DNd01', 'SMP_upstream_PAM10', 'Upstream of aIP-g', 'NAMK_DANs_VNC_04', 'NAMK_DANs_autoclustering', 'NAMK_DANs_autocluster_26', 'KJH_first_7_y5_USNs']"
Neuron 11122967 Split from neuron 5353954 Robin CMP NF,11122966,True,Descending,Descending Neuron,"['Exists V14', 'Catmaid traced DNs', 'Putative_Ascending', 'C6 Output', 'pMP8 Output', 'WTPN2017_mALT_lALT_base', 'SMP_upstream_PAM23', 'Descending Neuron', 'neuron 10901676', 'Connected to pMN2', 'Upstream of aIP-g', 'not a PN', 'N2 Sampler Widget Partners', 'DicksonLab', 'neuron 10849024', 'Connected to pMP8', 'AJES_new_upstream_neurons', 'CAT-Ongoing', 'pMN2 Input', 'Putative DNd01', 'NAMK_DANs_all', 'GD_y5_upstream_fragment_skids']"
neuron 11431801 ET,11431800,True,Ascending,Ascending Neuron,"['Putative_Ascending', 'Card_DN_Exploration', 'Subesophageal Ganglion', 'VCN Input neuron 402541', 'CAT-Ongoing', 'DN Exploration', 'CardLab', 'dense vesicles', 'Ascending Neuron']"
neuron 11521560 ET,11521559,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'dense vesicles']"
neuron 11553192 ET,11553191,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration']"
neuron 11569623 ET,11569622,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CAT-Ongoing', 'CardLab', 'DN Exploration']"
neuron 11575203 ET,11575202,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration']"
neuron 11576547 ET,11576546,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'dense vesicles']"
neuron 11578508 ET,11578507,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CAT-Ongoing', 'DN Exploration', 'CardLab']"
neuron 11593455 ET,11593454,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CAT-Ongoing', 'DN Exploration', 'CardLab']"
neuron 11609968 ET,11609967,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'DN Exploration', 'CardLab', 'CAT-Ongoing']"
neuron 11615951 ET,11615950,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'DN Exploration', 'CAT-Ongoing']"
neuron 11628788 ET,11628787,True,Ascending,Halted,"['Putative_Ascending', 'Card_DN_Exploration', 'Halted Neuron', 'dark cytosol', 'DN Exploration', 'CardLab', 'CAT-Ongoing']"
neuron 11634285 ET,11634284,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CAT-Ongoing', 'DN Exploration', 'CardLab']"
neuron 11652541 ET,11652540,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'DN Exploration', 'CAT-Ongoing']"
neuron 11652926 ET,11652925,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'Card_DN_Exploration', 'DN Exploration', 'CardLab', 'CAT-Ongoing']"
neuron 11777313 ET,11777312,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'Card_DN_Exploration', 'CardLab', 'DN Exploration', 'CAT-Ongoing']"
A2_Presynaptic_123,12526698,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_124,12526699,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019', 'A2_pres_795']"
A2_Presynaptic_1028,12526837,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_210,12527003,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019', 'A2_pres_504']"
A2_Presynaptic_206,12527007,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_1055,12527043,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_PS_112,12528802,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_PS_106,12528884,True,Descending,FindSoma,"['Exists V14', 'no FW soma', 'Putative_Ascending', 'Descending Neuron', 'Putative_Descending', 'right DT', 'Unidentified DN', 'FindSoma', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019', 'A2_pres_3275']"
A2_Presynaptic_PS_76,12529169,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019', 'A2_pres_727', 'A2_pres_5679']"
A2_Presynaptic_PS_74,12529173,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'A2_pres_5648', 'import_Wilson_lab_03_12_2019', 'A2_pres_8667']"
A2_Presynaptic_PS_46,12529369,True,Ascending,Putative_Ascending,"['Putative_Ascending', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019', 'A2_pres_6669', 'A2_pres_6885', 'A2_pres_7369', 'A2_pres_5507']"
A2_Presynaptic_PS_22,12529370,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'A2_pres_6240', 'A2_pres_5698', 'A2_pres_5694', 'A2_pres_5688', 'A2_pres_5743', 'import_Wilson_lab_06_06_2019', 'A2_pres_3806', 'A2_pres_3814', 'A2_pres_7019', 'A2_pres_5508', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_PS_21,12529371,True,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'A2_pres_5690', 'A2_pres_5744', 'import_Wilson_lab_06_06_2019', 'A2_pres_5166', 'A2_pres_3812', 'import_Wilson_lab_03_12_2019']"
Google: 6992310561 JK,48758379,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'Putative_Ascending', 'CardLab', 'right DT']"
Google: 6992307181 JK,48763614,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6992312220 JK,48784143,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 6719779045,48985932,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT']"
Google: 5162597147 ET,49417305,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 8815044666,49813947,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 7516308746 JK,50809371,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5037857125 JK,51445914,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5819636329 JK,51520512,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
neuron 51876681 ET,51876681,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 5023779381 JK,51895146,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5023765221 JK,51901848,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6727451147 JK,52150761,,Ascending,Halted,"['Halted', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4242620760 ET,52191654,,Ascending,Putative_Ascending,"['compared_FlyWire', 'Putative_Ascending', 'right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 4242656377,52203624,,Ascending,Putative_Ascending,"['Bilateral', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 4242636118 JK,52209552,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 8934037118,54963720,,Ascending,Putative_Ascending,"['right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending', 'no FW soma']"
Google: 4627073269 JK,55769481,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8945550827 JK,56160438,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8945559461,56179323,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'Putative_Ascending', 'no FW soma']"
Google: 5282897351 JK,56398191,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CardLab', 'CAT-Ongoing', 'right DT']"
Google: 4899070110,57090252,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 7904731775 ET,57161025,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 9478510905 JK,57462747,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5263675505 JK,58290948,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6866968395 JK,58701303,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6866343868 JK,58706193,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6866975135 JK,58717395,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6866936283,58719912,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 6866335390 JK,58727019,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 6866967195 JK,58732899,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8819513041 ET,58848513,,Ascending,FindSoma,"['Putative_Ascending', 'no FW soma', 'FindSoma', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'right DT']"
Google: 7393494937 JK,62514105,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8528442207 JK,63340506,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8302603656 JK,63426813,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4497818989 JK,64043589,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4766585070 JK,64348242,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'duplicate - auto', 'right DT', 'Putative_Ascending']"
Google: 5019906524,65124618,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 5019342936 ET,65124807,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 5026994597 ET,67131210,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'right DT', 'no FW soma', 'Putative_Ascending', 'CAT-Ongoing', 'CardLab']"
Google: 5026333316 JK,67134444,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5026280460 JK,67147068,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8170804367,67251012,,Ascending,FindSoma,"['CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'right DT', 'no FW soma', 'FindSoma', 'Putative_Ascending']"
Google: 6858077998,67566108,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'Putative_Ascending']"
Google: 4765880601 JK,68173803,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4765249250 JK,68180349,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 4765298703 JK,68183487,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 4765943640 JK,68200539,,Ascending,Putative_Ascending,"['duplicate - auto', 'CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 5557989971 JK,68592885,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6868889335 JK,68760900,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6868892893 JK,68769936,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6724364382 JK,68908002,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 3456914962,69330558,,Ascending,Putative_Ascending,"['right DT', 'CAT-Ongoing', 'unclear FW', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 5025024247 HC,69751368,,Ascending,Putative_Ascending,"['Putative_Ascending', 'locked', 'v14']"
Google: 5025682543 JK,69756348,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'right DT']"
Google: 5288010469,71144823,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 5553511227 JK,71454672,,Ascending,Putative_Ascending,"['right DT', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
neuron 71968401 ET,71968401,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'Putative_Ascending', 'dense core vesicles']"
Google: 4228500189 ET,72060087,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 2422475115 ET,72532272,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'left DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 9995442859 JK,72816015,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8295583102 JK,74240427,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5940608773 ET,74909517,,Ascending,FindSoma,"['Putative_Ascending', 'FindSoma', 'CAT-Ongoing', 'CardLab']"
Google: 6733894650 JK,76566063,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6733894647 JK,76612488,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 6979532045 JK,77102589,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 7126669536 JK,77460819,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8826570729,77748561,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'no FW soma', 'CardLab', 'Putative_Ascending']"
Google: 6851553312,79144473,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 4239496781 JK,80437410,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5044930149 ET,82142892,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6735172532 JK,82290855,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6735814019 JK,82292031,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 6735813988 JK,82295529,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 4882985672,82765977,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 4105647567 JK,83348559,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 2922157739 ET,83786091,,Ascending,FindSoma,"['Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'FindSoma', 'DN_Autoseg_Exploration']"
Google: 3444927324 JK,86208381,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4109475955 JK,86855097,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6862441033 JK,87793494,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 9867468160 JK,89781150,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 7254068150 JK,92614962,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6601412012 JK,94389222,,Ascending,Putative_Ascending,"['double DT', 'right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8947487254 JK,94743342,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8813754899 JK,94922718,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5022445363 JK,95275401,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5022455099 JK,95295348,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6731960209 ET,95607681,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 6731922910 ET,95610030,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'Putative_Ascending', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 6731924564 JK,95636805,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6731968623 JK,95639271,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 6731956866,95644116,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'Putative_Ascending', 'CardLab', 'DN_Autoseg_Exploration', 'no FW soma', 'right DT']"
Google: 7392834835 JK,96538578,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 5298246726 JK,98863842,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'right DT']"
Google: 6990381193,98951424,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'right DT', 'Putative_Ascending']"
Google: 6990381210 JK,98957562,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6330185222,99938985,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'Putative_Ascending', 'GinGame_ds_descending', 'SB_of_interest']"
Google: 8565543226 ET,100823559,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'Putative_Ascending', 'CAT-Ongoing', 'CardLab']"
Google: 8436325273 JK,102234393,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8436325252 JK,102247041,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8436327002,102249768,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 8436965103 JK,102254184,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6861203710 JK,103723644,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 6861863922 ET,103726671,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending']"
Google: 10649926014,104592270,,Ascending,Putative_Ascending,"['unclear FW', 'right DT', 'Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 5417237343,105423465,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 5290560565 JK,107182776,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5290581349 ET,107197533,,Ascending,Putative_Ascending,"['right DT', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 4117331276 ET,107678004,,Ascending,Halted,"['Halted', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 4117965972,107701254,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 4476204703 JK,109313244,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Card_DN_Cands']"
Google: 4368020843 ET,111163014,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'dense core vesicles', 'CAT-Ongoing', 'CardLab']"
Google: 6195177119 JK,111411678,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 10518777177 JK,111725109,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 2942043676 ET,111869076,,Ascending,Halted,"['Halted', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending', 'DN_Autoseg_Exploration']"
