Neuron Name,skeletonID,GF1 Synapse Count,annotations
GF input neuron 3473939 JSP - unclassified type 4,3473938,4,"['BAmv2 R', 'Hartenstein_Hemilineage: BAlp1', 'Hartenstein_Lineage: BAlp1', 'ItoLee_Hemilineage: PSa1', 'ItoLee_Lineage: PSa1', 'Lineage_annotated', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Bilateral', 'Unclassified GF input neuron - type 4', 'Input to GF2 medial', 'GF2 input neuron', 'CAT-Ongoing', 'CardLab', 'Input to GF1 medial', 'ACBR', 'GNG', 'putative aDT-g', 'GC', 'BAmv2 R real', 'Non-Visual_Interneuron', 'vACBR', 'AL_R', 'CAN_R', 'EPA_L', 'GOR_L', 'EPA_R', 'FLA_R', 'GOR_R', 'IPS_R', 'ICL_R', 'NO', 'PVLP_R', 'WED_R', 'VES_R', 'VES_L', 'SPS_R', 'Input to GF1 soma tract', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 3474092 JSP - unclassified type 52,3474091,7,"['BAla4 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: BAla4', 'Hartenstein_Lineage: BAla4', 'ItoLee_Lineage: FLAa1', 'ItoLee_Hemilineage: FLAa1', 'Input to GF2 medial', 'GF2 input neuron', 'ACBR', 'DicksonLab', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'IB_R', 'CardLab', 'Bilateral', 'dark cytosol', 'Input to GF1 medial', 'Connected to pMP8', 'GF1 input neuron', 'SAC', 'Unclassified GF input neuron - type 52', 'Non-Visual_Interneuron', 'FB', 'GOR_L', 'GNG', 'FLA_R', 'GOR_R', 'ICL_R', 'ICL_L', 'NO', 'SAD', 'SCL_R', 'SMP_L', 'VES_R', 'SMP_R', 'projection neuron', 'Ipsilateral', 'Heterolateral']"
GF input neuron 3474114 JSP - unclassified type octopi,3474113,12,"['duplicated', 'LB 0', 'Green GF Inputs', 'Bilateral', 'in_connective_z_5565', 'GCBR', 'Octopi', 'GOR_R', 'Input to GF1 descending tract', 'Input to GF1 medial', 'GF2 input neuron', 'Input to GF2 descending tract', 'Unclassified GF input neuron - octopi', 'GF1 input neuron', 'SPS_R', 'CAT-Ongoing', 'CardLab', 'midLine', 'Non-Visual_Interneuron', 'GNG', 'CAN_R', 'IPS_R', 'GOR_L', 'IPS_L', 'PLP_L', 'PLP_R', 'SAD', 'SPS_L', 'Heterolateral', 'projection neuron']"
GF input neuron 3474147 JSP - unclassified type 91 - miscellaneous,3474146,8,"['BAla4 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: BAla4', 'Hartenstein_Lineage: BAla4', 'ItoLee_Lineage: FLAa1', 'ItoLee_Hemilineage: FLAa1', 'Green GF Inputs', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Bilateral', 'CAT-Ongoing', 'CardLab', 'Input to GF1 medial', 'GC', 'Unclassified GF input neuron - miscellaneous', 'Non-Visual_Interneuron', 'GCBR', 'Unclassified GF input neuron - type 91', 'CAN_R', 'IB_L', 'GNG', 'GOR_R', 'IPS_R', 'IPS_L', 'SAD', 'WED_R', 'VES_R', 'SPS_R', 'SPS_L', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 3474206 JSP - unclassified type 6,3474205,20,"['DPMpl3 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: CM3', 'Hartenstein_Lineage: CM3_dorsal', 'ItoLee_Lineage: DM6', 'ItoLee_Hemilineage: DM6', 'CAT-Ongoing', 'Unclassified GF input neuron - type 6', 'RIGHT HEMISPHERE', 'Input to GF1 medial', 'CardLab', 'Bilateral', 'Input to GF1 lateral', 'GF1 input neuron', 'Postsynaptic to LC4', 'PCBR', 'GC', 'MEF', 'presynaptic to DNp02', 'Visual_Interneuron', 'Postsynaptic to LC28', 'EPA_R', 'GOR_R', 'ICL_R', 'PLP_R', 'PVLP_R', 'SPS_L', 'VES_R', 'SPS_R', 'WED_R', 'Heterolateral', 'projection neuron', 'Ipsilateral']"
GF input neuron 3474215 JSP - unclassified type 10 ,3474214,11,"['Input to GF2 lateral', 'Input to GF2 medial', 'Bilateral', 'CAT-Ongoing', 'Unclassified GF input neuron - type 10', 'CardLab', 'GF2 input neuron', 'GF1 input neuron', 'Input to GF1 medial', 'Type 10a', 'Multi-Modal', 'Mechanosensory Interneuron', 'Visual_Interneuron', 'LEFT HEMISPHERE', 'PCBR', 'GC', 'GOR_L', 'GOR_R', 'PLP_L', 'PVLP_L', 'SPS_R', 'SPS_L', 'LO_L', 'projection neuron', 'contralateral', 'Heterolateral']"
GF input neuron 3474588 JSP - unclassified type 2b,3474587,2,"['Hartenstein_Lineage: BAla3', 'Hartenstein_Hemilineage: BAla3', 'ItoLee_Lineage: VESa1', 'ItoLee_Hemilineage: VESa1', 'Lineage_annotated', 'CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 medial', 'RIGHT HEMISPHERE', 'Bilateral', 'ACBR', 'GC', 'BAla3 real R', 'Unclassified GF input neuron - type 2b', 'Non-Visual_Interneuron', 'vACBR', 'FB', 'CAN_R', 'EPA_L', 'GOR_L', 'IB_L', 'IB_R', 'EPA_R', 'FLA_R', 'GNG', 'GOR_R', 'NO', 'SAD', 'WED_R', 'VES_R', 'VES_L', 'SPS_R', 'SPS_L', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
GF input neuron 3474829 MAR - unclassified type 56,3474828,2,"['DPMpl3 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: CM3', 'Hartenstein_Lineage: CM3_dorsal', 'ItoLee_Lineage: DM6', 'ItoLee_Hemilineage: DM6', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 medial', 'CardLab', 'Bilateral', 'Postsynaptic to LPLC1', 'PCBR', 'GC', 'MEF', 'Visual_Interneuron', 'Unclassified GF input neuron - type 56', 'GNG', 'GOR_R', 'IPS_R', 'IPS_L', 'PLP_R', 'PVLP_R', 'VES_R', 'SPS_R', 'SPS_L', 'Heterolateral', 'projection neuron', 'Ipsilateral']"
GF input neuron 3474919 JSP - unclassified type 10,3474918,9,"['GF2 input neuron', 'LEFT HEMISPHERE', 'CardLab', 'Input to GF2 lateral', 'GF1 input neuron', 'Input to GF1 medial', 'CAT-Ongoing', 'Bilateral', 'Multi-Modal', 'Mechanosensory Interneuron', 'Visual_Interneuron', 'PCBR', 'GC', 'Unclassified GF input neuron - type 10', 'GOR_L', 'EPA_R', 'GOR_R', 'PLP_L', 'PVLP_L', 'SPS_R', 'SPS_L', 'LO_L', 'projection neuron', 'contralateral', 'Heterolateral']"
neuron 3477377 HK JO-A,3477376,63,"['FBbt:00049545', 'JO-A-2 (type-1)', 'JO-A', 'Kamikouchi lab', 'CardLab-collaborating', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3477674 HK JO-B(G.5),3477673,1,"['FBbt:00049549', 'JO-B-12 (type-2)', 'Kamikouchi lab', 'JO-B', 'BI', 'B1andGFN', 'CardLab-collaborating', 'CAT-Ongoing', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'postsynaptic to JONeuron', 'GF1 input neuron', 'JONeuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3483246 SMA - unclassified type 17,3483245,10,"['CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CAT-Ongoing', 'Input to GF1 lateral', 'Ascending Neuron', 'Unclassified GF input neuron - type 17', 'dark cytosol', 'in_connective_z_5565', 'connectives', 'AMMC:ammc', 'GNG', 'AVLP_R', 'PVLP_R', 'SAD', 'WED_R', 'Unilateral', 'projection neuron', 'Homolateral', 'Ipsilateral']"
GF input neuron 3483711 JSP - unclassified type 32,3483710,118,"['in_connective_z_5565', 'presynaptic to JO', 'AMMC:ammc', 'connectives', 'Input to GF2 anterior', 'dark cytosol', 'GF2 input neuron', 'GF1 input neuron', 'CardLab', 'Bilateral', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 anterior', 'Ascending Neuron', 'Unclassified GF input neuron - type 32', 'AMMC_R', 'GNG', 'WED_L', 'SAD', 'VES_R', 'WED_R', 'Heterolateral', 'projection neuron', 'Ipsilateral']"
GF input neuron 3483724 MAR JSP - unclassified type 24d,3483723,5,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'CAT-Ongoing', 'WED_R', 'GF1 input neuron', 'Lineage_annotated', 'postsynaptic to JONeuron', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24d', 'type 24', 'AMMC_R', 'AVLP_R', 'IPS_R', 'GNG', 'PLP_R', 'PVLP_R', 'SAD', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
neuron 3490055 HK JO-A,3490054,69,"['FBbt:00049545', 'JO-A-1 (type-1)', 'JO-A', 'Kamikouchi lab', 'CAT-Ongoing', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3504257 HK JO-A,3504256,44,"['FBbt:00049545', 'JO-A-11 (type-1)', 'Kamikouchi lab', 'JO-A', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'JONeuron', 'postsynaptic to JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3506479 HK JO-A,3506478,39,"['FBbt:00049545', 'JO-A-13 (type-1)', 'Kamikouchi lab', 'JO-A', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'for JO paper all', 'Paper: Kim et al 2020', 'JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3511100 SMA - unclassified type 5,3511099,6,"['ACBR', 'Postsynaptic to LC4', 'Bilateral', 'presynaptic to LC4', 'GC', 'GF1 input neuron', 'CAT-Ongoing', 'LEFT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'GF2 input neuron', 'Input to GF2 lateral', 'Visual_Interneuron', 'Unclassified GF input neuron - type 5', 'FB', 'GA_L', 'GOR_L', 'ICL_L', 'LAL_L', 'PVLP_L', 'PLP_L', 'PVLP_R', 'SPS_L', 'SPS_R', 'LO_L', 'contralateral', 'Heterolateral', 'projection neuron']"
neuron 3515964 HK JO-A,3515963,56,"['FBbt:00049545', 'JO-A-5 (type-1)', 'JO-A', 'Kamikouchi lab', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'GF1 input neuron', 'Input to GF1 anterior', 'CardLab-collaborating', 'JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3516674 HK JO-A,3516673,45,"['FBbt:00049545', 'JO-A-10 (type-1)', 'JO-A', 'Kamikouchi lab', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3531050 HK JO-A,3531049,33,"['FBbt:00049545', 'JO-A-14 (type-1)', 'Kamikouchi lab', 'JO-A', 'CardLab-collaborating', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper A', 'JO_paper_A', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'JONeuron', 'Type1', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3538467 HK JO-B(G.5),3538466,1,"['FBbt:00049549', 'JO-B-17 (type-2)', 'Kamikouchi lab', 'JO-B', 'BI', 'B1andGFN', 'CAT-Ongoing', 'CardLab-collaborating', 'GF1 input neuron', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'for JO paper all', 'Paper: Kim et al 2020', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3563321 HK JO-B(G.5),3563320,17,"['BI', 'SAD', 'for JO paper B', 'For JO paper figure KE', 'projection neuron', 'GF1 input neuron', 'for JO paper all', 'Input to GF1 anterior', 'CAT-Ongoing', 'B1andGFN', 'Kamikouchi lab', 'Kathi JO all', 'Mechanosensory Interneuron', 'JO-B', 'CardLab-collaborating', 'JONeuron', 'FBbt:00049549', 'JO-B-18 (type-2)', 'JO_paper_all', 'JO_paper_B', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'AMMC_R', 'Homolateral', 'Unilateral']"
GF input neuron 3578338 JSP - unclassified type 17,3578337,2,"['in_connective_z_5565', 'Incomplete neuron', 'GF1 input neuron', 'CardLab', 'Input to GF1 lateral', 'RIGHT HEMISPHERE', 'Ascending Neuron', 'Mechanosensory Interneuron', 'presynaptic to JO', 'Searching for JO-A', 'CardLab-collaborating', 'CAT-Ongoing', 'dark cytosol', 'connectives', 'AMMC:ammc', 'Unclassified GF input neuron - type 17', 'postsynaptic to JONeuron', 'AMMC_R', 'AVLP_R', 'GNG', 'PVLP_R', 'SAD', 'WED_R', 'Input to GF1 anterior', 'Unilateral', 'projection neuron', 'Homolateral', 'Ipsilateral']"
neuron 3580998 HK JO-B(G),3580997,2,"['FBbt:00049548', 'JO-B-8 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'GFNonly', 'Input to GF1 anterior', 'CardLab-collaborating', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'JONeuron', 'AMMC_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3581010 HK JO-B(G),3581009,2,"['FBbt:00049548', 'JO-B-9 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'GFNonly', 'CardLab-collaborating', 'CAT-Ongoing', 'Input to GF1 anterior', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'JONeuron', 'AMMC_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3581021 HK JO-B(G.1),3581020,43,"['FBbt:00049549', 'JO-B-24 (type-2)', 'JO-B', 'Kamikouchi lab', 'BI', 'B1andGFN', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CardLab-collaborating', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
putative LPLC2 neuron 1319530 SMA,3594207,6,"['BLD6 R', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 lateral', 'LOP-R', 'CardLab', 'LO-R', 'LPLC2', 'Postsynaptic to LPLC2', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 3599711 SMA - unclassified type fragment,3599710,1,"['CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 lateral', 'Halted Neuron', 'Neuron Fragment', 'Unclassified GF input neuron - Fragment', 'Non-Visual_Interneuron', 'PVLP_R']"
putative LPLC2 neuron 3605510 SMA,3605509,9,"['BLD6 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: BLD6', 'Hartenstein_Lineage: BLD6', 'ItoLee_Lineage: VPNd1', 'ItoLee_Hemilineage: VPNd1', 'LPLC2', 'Input to GF1 lateral', 'CardLab', 'GF1 input neuron', 'LO-R', 'CAT-Ongoing', 'LOP-R', 'RIGHT HEMISPHERE', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 3610974 SMA JSP - unclassified type 19,3610973,6,"['LHN_JUNE_2017', 'postsynaptic to LPC1', 'PS_LHN_042019_10um', 'Unclassified GF input neuron - type 19', 'postsynaptic to LC6', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF2 medial', 'Input to GF2 lateral', 'CardLab', 'LHN_JUNE_2017_NON_PN', 'Postsynaptic to LC4', 'GF1 input neuron', 'Bilateral', 'Postsynaptic to LPLC2', 'GF2 input neuron', 'Input to GF1 lateral', 'GC', 'downstream of LC6', 'input from LC6 medial', 'ACBR', 'Visual_Interneuron', 'lACBR', 'AVLP_R', 'GOR_L', 'GOR_R', 'LH_R', 'PVLP_L', 'PLP_R', 'PVLP_R', 'SPS_L', 'SPS_R', 'WED_R', 'LO_L', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 3622013 MAR JSP- unclassified type 116 (DNg40),3622012,3,"['DNg40', 'Unclassified GF input neuron - Descending', 'SPS_R', 'PVLP_R', 'postsynaptic to JONeuron', 'IB_R', 'AMMC:ammc', 'Merged: Downstream of AHN 16459730 HC', 'EPA_R', 'Mechanosensory Interneuron', 'Bilateral', 'AMMC_R', 'neuron 9590202 JSP', 'PLP_R', 'AVLP_R', 'WED_R', 'Postsynaptic to LPLC2', 'Input to GF1 anterior', 'connectives', 'CardLab', 'CAT-Ongoing', 'SAD', 'Descending Neuron', 'in_connective_z_5565', 'GOR_R', 'Heterolateral', 'Postsynaptic to LC4', 'Input to GF1 medial', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'GNG', 'split from GF input neuron 867171 SM SMA', 'presynaptic to JO', 'Visual_Interneuron', 'GCBR', 'midLine', 'projection neuron', 'Unclassified GF input neuron - type 116']"
GF input neuron 3626400 MAR JSP - unclassified type 65,3626399,7,"['DPLal1 R', 'PS_LHN_042019_10um', 'Input to GF1 lateral', 'CardLab', 'GF1 input neuron', 'Input to GF1 medial', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'LCBR', 'rSLPl', 'ItoLee_Lineage: SLPal1', 'Lineage_annotated', 'ItoLee_Hemilineage: SLPal1', 'Putative_Neurotransmitter: ChA', 'Hartenstein_Hemilineage: DPLal1', 'Hartenstein_Lineage: DPLal1', 'Putative_Neurotransmitter: NA', 'Unclassified GF input neuron - type 65', 'Non-Visual_Interneuron', 'AVLP_R', 'EPA_R', 'GOR_R', 'IB_R', 'ICL_R', 'LH_R', 'MB_PED_R', 'SCL_R', 'MB_whole_R', 'SIP_R', 'SLP_R', 'PVLP_R', 'VES_R', 'SPS_R', 'Input to GF1 soma tract', 'projection neuron', 'Ipsilateral', 'Unilateral', 'Homolateral']"
neuron 3642970 HK JO-B(G.4),3642969,1,"['FBbt:00049549', 'JO-B-21 (type-2)', 'JO-B', 'Kamikouchi lab', 'BI', 'B1andGFN', 'GF1 input neuron', 'CAT-Ongoing', 'Input to GF1 anterior', 'CardLab-collaborating', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3652096 HK JO-B(G.5),3652095,15,"['FBbt:00049549', 'JO-B-19 (type-2)', 'JO-B', 'Kamikouchi lab', 'BI', 'B1andGFN', 'Input to GF1 anterior', 'CardLab-collaborating', 'GF1 input neuron', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'JONeuron', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3656400 HK JO-B(G),3656399,31,"['FBbt:00049548', 'JO-B-3 (type-1)', 'CAT-Ongoing', 'CardLab-collaborating', 'JO-B', 'Input to GF1 anterior', 'GF1 input neuron', 'Kamikouchi lab', 'BI', 'GFNonly', 'RIGHT HEMISPHERE', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3656679 JSP - unclassified type 20,3656678,3,"['DPLc4 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: new_tract_8', 'Hartenstein_Lineage: new_tract_8', 'ItoLee_Lineage: SMPpd2', 'ItoLee_Hemilineage: SMPpd2', 'CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 medial', 'Unclassified GF input neuron - type 20', 'MCBR', 'Non-Visual_Interneuron', 'IB_R', 'GOR_R', 'ICL_R', 'PLP_R', 'SCL_R', 'SLP_R', 'SPS_R', 'SMP_R', 'projection neuron', 'Unilateral', 'Ipsilateral', 'Homolateral']"
GF input neuron 3658068 SMA - unclassified type 21a,3658067,3,"['GF2 input neuron', 'Input to GF2 lateral', 'Multi-Modal', 'Postsynaptic to LC4', 'ACBR', 'presynaptic to LC4', 'GC', 'GF1 input neuron', 'Bilateral', 'CAT-Ongoing', 'LEFT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'presynaptic to DNp02', 'presynaptic to DNp04', 'Visual_Interneuron', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 21a', 'AVLP_L', 'AVLP_R', 'GNG', 'GOR_L', 'IB_L', 'ICL_L', 'IPS_L', 'LAL_L', 'WED_L', 'PVLP_L', 'PLP_L', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'SPS_R', 'LO_L', 'contralateral', 'Heterolateral', 'projection neuron', 'Mechanosensory Interneuron']"
neuron 3671779 HK JO-B(G),3671778,37,"['FBbt:00049548', 'JO-B-2 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'GFNonly', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'for JO paper all', 'Paper: Kim et al 2020', 'JONeuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab-collaborating', 'Input to GF1 anterior', 'GF1 input neuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
neuron 3674079 HK JO-B(G),3674078,1,"['FBbt:00049548', 'JO-B-10 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'GFNonly', 'GF1 input neuron', 'CardLab-collaborating', 'Input to GF1 anterior', 'CAT-Ongoing', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'for JO paper all', 'Paper: Kim et al 2020', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3685331 JSP - unclassified type 13,3685330,1,"['Hartenstein_Hemilineage: DAMd2', 'Hartenstein_Lineage: DAMd2', 'DAMd2/3 R', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'Input to GF1 medial', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 13', 'Bilateral', 'ItoLee_Hemilineage: SMPad2', 'ItoLee_Lineage: SMPad2', 'Lineage_annotated', 'MCBR', 'IBT', 'Non-Visual_Interneuron', 'ATL_R', 'FB', 'IB_L', 'IB_R', 'EPA_R', 'GOR_R', 'ICL_R', 'VES_R', 'SPS_R', 'SPS_L', 'SMP_R', 'projection neuron', 'Heterolateral', 'Ipsilateral']"
neuron 3693845 HK JO-B(G),3693844,1,"['FBbt:00049548', 'JO-B-11 (type-1)', 'Kamikouchi lab', 'JO-B', 'BI', 'neitherB1andGFN', 'JO_paper_all', 'for JO paper B', 'JO_paper_B', 'Mechanosensory Interneuron', 'for JO paper all', 'Paper: Kim et al 2020', 'presynaptic to JO', 'postsynaptic to JONeuron', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'For JO paper figure KE', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 3701767 JSP - unclassified type 128,3701766,1,"['DPMl1 near R', 'new tract 10', 'Lineage_annotated', 'Hartenstein_Hemilineage: new_tract_10', 'Hartenstein_Lineage: new_tract_10', 'ItoLee_Lineage: PSp1', 'ItoLee_Hemilineage: PSp1', 'LPTCIN input neuron', 'rLPTCIN input neuron', 'Input to GF1 medial', 'GF1 input neuron', 'Chiappe-postLAL', 'CAT-Ongoing', 'Homolateral', 'Unilateral', 'RIGHT HEMISPHERE', 'CardLab', 'PCBR', 'Non-Visual_Interneuron', 'Unclassified GF input neuron - shared', 'AVLP_R', 'CRE_R', 'GOR_R', 'GA_R', 'IPS_R', 'LAL_R', 'PLP_R', 'WED_R', 'SPS_R', 'Ipsilateral', 'projection neuron', 'Unclassified GF input neuron - type 128']"
putative LPLC2 neuron 3703982 SMA,3703981,8,"['BLD6 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: BLD6', 'Hartenstein_Lineage: BLD6', 'ItoLee_Lineage: VPNd1', 'ItoLee_Hemilineage: VPNd1', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Input to GF1 lateral', 'LOP-R', 'CardLab', 'LO-R', 'LPLC2', 'LHN_JUNE_2017', 'LHN_JUNE_2017_NON_PN', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
